"method","station","date","time","batch.date.x","species","fork.length","total.length","standard.length","weight","mark.type","life.stage","mort","release.id","count","calendar.year","water.year","method.code","batch.date.y","weather.code","water.temperature","turbidity","water.velocity","dissolved.oxygen","electrical.conductivity"
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",96,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",97,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",98,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",100,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",101,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",104,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",NA,NA,NA,NA,"NONE","n/a","Yes","n/a",37,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-21,08:15:00,2002-05-21,"Chinook salmon",NA,NA,NA,NA,"NONE","n/p","No","n/a",130,2002,2002,"RSTR",2002-05-21,"RAN",53,1.93,4.6,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",96,NA,NA,NA,"NONE","5","No","n/a",4,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",98,NA,NA,NA,"NONE","5","No","n/a",4,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",74,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",78,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",80,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",80,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",82,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",83,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",84,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",92,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",95,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",79,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",81,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",84,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",89,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",90,NA,NA,NA,"NONE","n/a","Yes","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",93,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",95,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",97,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",100,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",101,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",108,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",66,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",68,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",71,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",71,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",73,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",74,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",75,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",75,NA,NA,3.9,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",76,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",76,NA,NA,4.3,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",77,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",77,NA,NA,5,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",77,NA,NA,NA,"NONE","n/a","Yes","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",78,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",79,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",80,NA,NA,4.9,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",80,NA,NA,5.6,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",81,NA,NA,5.6,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",82,NA,NA,NA,"NONE","n/a","Yes","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",83,NA,NA,4.8,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",83,NA,NA,5.6,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",83,NA,NA,5.8,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",83,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",84,NA,NA,5.7,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,5.6,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,5.8,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,6.3,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,6.4,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,6.7,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",85,NA,NA,7.3,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",86,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",86,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",87,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",87,NA,NA,NA,"NONE","n/a","Yes","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",87,NA,NA,7.1,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",87,NA,NA,7.3,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",88,NA,NA,NA,"NONE","n/a","Yes","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",90,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",90,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,20:15:00,2002-05-23,"Chinook salmon",90,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"NIT",NA,NA,NA,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",91,NA,NA,7.8,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",93,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",93,NA,NA,8.7,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",94,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",94,NA,NA,8.3,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",95,NA,NA,NA,"NONE","n/a","Yes","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",95,NA,NA,9,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",95,NA,NA,9.2,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",98,NA,NA,9.5,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",98,NA,NA,10.5,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",102,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",103,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",104,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",107,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",110,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",115,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",143,NA,NA,NA,"NONE","Yearling","No","n/a",1,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",NA,NA,NA,NA,"NONE","n/a","Yes","n/a",71,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-22,08:15:00,2002-05-22,"Chinook salmon",NA,NA,NA,NA,"NONE","n/p","No","n/a",510,2002,2002,"RSTR",2002-05-22,"CLR",54,2.59,4,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",90,NA,NA,NA,"NONE","3","No","n/a",11,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",89,NA,NA,NA,"NONE","3","No","n/a",8,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",82,NA,NA,NA,"NONE","3","No","n/a",7,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",83,NA,NA,NA,"NONE","3","No","n/a",7,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",80,NA,NA,NA,"NONE","3","No","n/a",6,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",77,NA,NA,NA,"NONE","3","No","n/a",5,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",91,NA,NA,NA,"NONE","3","No","n/a",5,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",92,NA,NA,NA,"NONE","3","No","n/a",5,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",85,NA,NA,NA,"NONE","3","No","n/a",4,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",95,NA,NA,NA,"NONE","5","No","n/a",4,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",78,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",79,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",81,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",84,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",86,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",75,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",88,NA,NA,NA,"NONE","3","No","n/a",2,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",93,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",96,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",98,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",109,NA,NA,NA,"NONE","5","No","n/a",2,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",69,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",70,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",76,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",87,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",88,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",92,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",93,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",94,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",94,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",95,NA,NA,NA,"NONE","3","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",104,NA,NA,NA,"NONE","5","No","n/a",1,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",NA,NA,NA,NA,"NONE","n/a","Yes","n/a",129,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-23,08:45:00,2002-05-23,"Chinook salmon",NA,NA,NA,NA,"NONE","n/p","No","n/a",626,2002,2002,"RSTR",2002-05-23,"CLR",55,1.01,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",81,NA,NA,NA,"NONE","3","No","n/a",6,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",82,NA,NA,NA,"NONE","3","No","n/a",6,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",77,NA,NA,NA,"NONE","3","No","n/a",4,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",88,NA,NA,NA,"NONE","3","No","n/a",4,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",80,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",83,NA,NA,NA,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
"RSTR","ST040X",2002-05-29,08:30:00,2002-05-29,"Chinook salmon",87,NA,NA,6.9,"NONE","3","No","n/a",3,2002,2002,"RSTR",2002-05-29,"CLR",56,1.76,4.6,NA,NA
