"date","trap.visit.id","station","turbidity","water.vel","dissolved.oxygen","water.depth","environmental.comments","calendar.year","water.year"
2020-03-20,1852,"North Channel 8.1",1.49,1.4,11.65,196,NA,2020,2020
2020-03-21,1853,"North Channel 8.1",1.21,1.3,10.17,190,NA,2020,2020
2020-03-22,1854,"North Channel 8.1",1.6,1.2,9.67,198,NA,2020,2020
2020-03-23,1855,"North Channel 8.1",0.56,1.3,9.75,192,NA,2020,2020
2020-03-24,1856,"North Channel 8.1",0.8,1.4,10.43,200,NA,2020,2020
2020-03-25,1857,"North Channel 8.1",1.2,1.4,10,202,NA,2020,2020
2020-03-26,1972,"North Channel 8.1",1,1.4,10.42,201,NA,2020,2020
2020-03-27,1868,"North Channel 8.1",0.75,1.4,10.15,201,NA,2020,2020
2020-03-28,1869,"North Channel 8.1",0.66,1.3,10,193,NA,2020,2020
2020-03-29,1870,"North Channel 8.1",1.61,1,10.3,196,NA,2020,2020
2020-03-30,1871,"North Channel 8.1",1.41,1.3,10.01,201,NA,2020,2020
2020-03-31,1872,"North Channel 8.1",0.77,1.4,10.19,204,NA,2020,2020
2020-04-11,1885,"North Channel 8.1",NA,NA,9.79,197,NA,2020,2020
2020-04-12,1886,"North Channel 8.1",1.78,1.2,9.6,195,NA,2020,2020
2020-04-13,1887,"North Channel 8.1",1.54,1.5,9.63,197,NA,2020,2020
2020-04-14,1888,"North Channel 8.1",1.21,1.2,11.21,195,NA,2020,2020
2020-04-15,1889,"North Channel 8.1",1.51,1.2,9.46,198,NA,2020,2020
2020-04-16,1890,"North Channel 8.1",1.04,1.3,9.95,207,NA,2020,2020
2020-04-17,1891,"North Channel 8.1",0.96,1.2,9.3,197,NA,2020,2020
2020-04-18,1894,"North Channel 8.1",1.48,1.3,9.62,201,NA,2020,2020
2020-04-19,1895,"North Channel 8.1",0.83,1.3,9.3,200,NA,2020,2020
2020-04-20,1896,"North Channel 8.1",1.71,1.5,9.26,206,NA,2020,2020
2020-04-21,1897,"North Channel 8.1",1.56,1.2,9,201,NA,2020,2020
2020-04-22,1902,"North Channel 8.1",1.49,1.5,9.74,196,NA,2020,2020
2020-04-25,1907,"North Channel 8.1",NA,1.3,9.32,188,NA,2020,2020
2020-04-26,1908,"North Channel 8.1",1.24,1.3,8.64,195,NA,2020,2020
2020-04-27,1911,"North Channel 8.1",1.5,1.2,8.32,201,NA,2020,2020
2020-04-28,1912,"North Channel 8.1",1.07,1.3,8.4,195,NA,2020,2020
2020-04-29,1913,"North Channel 8.1",1.88,1.1,NA,188,NA,2020,2020
2020-04-30,1914,"North Channel 8.1",1.13,1.3,NA,195,"D.O. number inaccurate. Needs to be recalibrated",2020,2020
2020-05-01,1976,"North Channel 8.1",NA,1.2,NA,186,NA,2020,2020
2020-05-01,1915,"North Channel 8.1",0.86,1.2,NA,205,"D.O. inaccurate. Needs to be recalibrated",2020,2020
2020-05-02,1922,"North Channel 8.1",1.21,1.4,NA,189,NA,2020,2020
2020-05-03,1923,"North Channel 8.1",2.29,1,8.85,186,NA,2020,2020
2020-05-04,1925,"North Channel 8.1",1.6,NA,9.52,187,NA,2020,2020
2020-05-05,1927,"North Channel 8.1",1.49,1.1,9.72,193,NA,2020,2020
2020-05-06,1930,"North Channel 8.1",1.1,1.2,9.13,190,NA,2020,2020
2020-05-11,1931,"North Channel 8.1",NA,1.3,NA,188,"YSI with Mark-Recapture hatchery pick-up crew.

Moved ~4ft back into the current from resting place when cones were raised",2020,2020
2020-05-12,1932,"North Channel 8.1",1.3,1.1,8.93,186,NA,2020,2020
2020-05-13,1933,"North Channel 8.1",1.91,1.3,9.25,189,NA,2020,2020
2020-05-14,1937,"North Channel 8.1",2,1.2,9.13,195,NA,2020,2020
2020-05-15,1939,"North Channel 8.1",2.61,1.2,9.33,199,NA,2020,2020
2020-05-18,1940,"North Channel 8.1",NA,1.3,9.62,200,NA,2020,2020
2020-05-19,1943,"North Channel 8.1",0.52,1.4,9.11,200,NA,2020,2020
2020-05-20,1945,"North Channel 8.1",1.01,1.4,9.66,198,NA,2020,2020
2020-05-21,1947,"North Channel 8.1",2.52,1.3,9.22,189,NA,2020,2020
2020-06-01,1954,"North Channel 8.1",NA,1.3,9.47,177,NA,2020,2020
2020-06-02,1957,"North Channel 8.1",1.63,1.4,9.05,178,NA,2020,2020
2020-06-02,1958,"North Channel 8.1",NA,1.4,9.05,178,NA,2020,2020
2020-06-03,1959,"North Channel 8.1",1.23,1.4,8.9,NA,"Depth rod was lost on previous day, so depth was not recorded. A replacement will be made to record depth tomorrow (06/04/2020)",2020,2020
2020-06-04,1963,"North Channel 8.1",1.45,1.3,8.65,178,NA,2020,2020
2020-06-05,1964,"North Channel 8.1",1.13,1.2,8.94,182,NA,2020,2020
2020-06-08,1961,"North Channel 8.1",NA,1.2,9.87,186,NA,2020,2020
2020-06-09,1962,"North Channel 8.1",1.46,1.3,9.12,190,NA,2020,2020
2021-01-11,1977,"North Channel 8.1",NA,1.3,NA,123,NA,2021,2021
2021-01-12,1978,"North Channel 8.1",1.79,1.1,NA,150,"Forgot to take YSI Readings and DO measurements",2021,2021
2021-01-13,1981,"North Channel 8.1",0.7,1.2,NA,150,"YSI needs recalibration. DO was not recorded.",2021,2021
2021-01-14,1983,"North Channel 8.1",1.44,1.3,NA,160,"YSI needs recalibration. DO is inaccurate.",2021,2021
2021-01-15,1985,"North Channel 8.1",0.55,1.3,11.76,155,NA,2021,2021
2021-01-16,1987,"North Channel 8.1",0.51,1.5,11.68,154,NA,2021,2021
2021-01-17,1989,"North Channel 8.1",0.75,1.3,10.58,158,NA,2021,2021
2021-01-18,1990,"North Channel 8.1",0.89,1.4,10.8,164,NA,2021,2021
2021-01-19,1991,"North Channel 8.1",1.77,1.3,11.43,164,NA,2021,2021
2021-01-20,1995,"North Channel 8.1",0.57,1.2,11.44,153,NA,2021,2021
2021-01-21,1997,"North Channel 8.1",1.41,1.2,11.26,153,NA,2021,2021
2021-01-22,1999,"North Channel 8.1",0.44,1,11.29,157,NA,2021,2021
2021-01-23,2002,"North Channel 8.1",0.99,1,11.61,155,NA,2021,2021
2021-01-24,2003,"North Channel 8.1",0.48,1.2,11.3,155,NA,2021,2021
2021-01-25,2004,"North Channel 8.1",0.77,1.2,11,155,NA,2021,2021
2021-01-26,2007,"North Channel 8.1",0.54,1.4,11.36,157,NA,2021,2021
2021-01-27,2009,"North Channel 8.1",3.66,1.3,12.52,156,NA,2021,2021
2021-01-28,2011,"North Channel 8.1",NA,NA,10.84,170,"Forgot velocimeter no reading",2021,2021
2021-01-29,2012,"North Channel 8.1",2.28,1.2,11.47,158,NA,2021,2021
2021-01-30,2015,"North Channel 8.1",1.32,1.1,11.07,163,NA,2021,2021
2021-01-31,2017,"North Channel 8.1",1.88,1.3,11.61,155,NA,2021,2021
2021-02-01,2018,"North Channel 8.1",1.7,1.3,10.2,160,NA,2021,2021
2021-02-02,2021,"North Channel 8.1",1.79,1.1,10.65,153,NA,2021,2021
2021-02-03,2023,"North Channel 8.1",1.85,0.7,10.72,155,NA,2021,2021
2021-02-04,2025,"North Channel 8.1",1.54,1,12.22,162,NA,2021,2021
2021-02-05,2027,"North Channel 8.1",1.79,1.3,10.61,161,NA,2021,2021
2021-02-05,2028,"North Channel 8.1",NA,1.3,10.61,160,NA,2021,2021
2021-02-06,2030,"North Channel 8.1",1.18,1.1,10.82,155,NA,2021,2021
2021-02-07,2032,"North Channel 8.1",1.8,1.3,10.65,155,NA,2021,2021
2021-02-08,2034,"North Channel 8.1",1.5,1.3,10.9,154,NA,2021,2021
2021-02-09,2035,"North Channel 8.1",1.47,1.3,10.81,154,NA,2021,2021
2021-02-10,2038,"North Channel 8.1",1.37,1,10.67,155,NA,2021,2021
2021-02-14,2040,"North Channel 8.1",NA,1.6,10.76,122,NA,2021,2021
2021-02-15,2041,"North Channel 8.1",0.84,1.3,10.48,138,NA,2021,2021
2021-02-16,2044,"North Channel 8.1",1,1.3,9.65,133,NA,2021,2021
2021-02-17,2048,"North Channel 8.1",1.43,1.3,12.09,133,NA,2021,2021
2021-02-18,2049,"North Channel 8.1",0.57,1.1,11.29,132,NA,2021,2021
2021-02-19,2050,"North Channel 8.1",0.65,1.2,11.21,131,NA,2021,2021
2021-02-20,2052,"North Channel 8.1",1.07,1.1,12.23,137,NA,2021,2021
2021-02-21,2054,"North Channel 8.1",0.57,1.3,10.02,135,NA,2021,2021
2021-02-22,2056,"North Channel 8.1",1.14,1.3,10.46,142,NA,2021,2021
2021-02-23,2057,"North Channel 8.1",0.89,1.3,9.28,142,NA,2021,2021
2021-02-24,2060,"North Channel 8.1",0.95,1.2,12.02,132,NA,2021,2021
2021-02-25,2062,"North Channel 8.1",1.13,1.2,10.89,130,NA,2021,2021
2021-02-26,2064,"North Channel 8.1",0.44,1.3,12.57,138,NA,2021,2021
2021-02-27,2066,"North Channel 8.1",0.31,1.3,10.64,133,NA,2021,2021
2021-02-28,2068,"North Channel 8.1",1.12,1.3,10.84,125,NA,2021,2021
2021-03-01,2070,"North Channel 8.1",0.23,1.3,10.33,140,NA,2021,2021
2021-03-02,2072,"North Channel 8.1",0.63,1.2,10.31,133,NA,2021,2021
2021-03-03,2074,"North Channel 8.1",1.24,1,11.26,137,NA,2021,2021
2021-03-04,2076,"North Channel 8.1",0.94,0.8,11.49,143,NA,2021,2021
2021-03-05,2078,"North Channel 8.1",0.42,1.3,11.32,141,NA,2021,2021
2021-03-06,2081,"North Channel 8.1",0.92,1.1,11.86,136,NA,2021,2021
2021-03-07,2082,"North Channel 8.1",0.92,1.4,10.36,137,NA,2021,2021
2021-03-08,2083,"North Channel 8.1",0.71,1.3,10.41,141,NA,2021,2021
2021-03-09,2084,"North Channel 8.1",NA,1.4,9.95,148,NA,2021,2021
2021-03-10,2088,"North Channel 8.1",1.39,1.3,10.46,140,NA,2021,2021
2021-03-13,2091,"North Channel 8.1",NA,1.3,11.2,200,NA,2021,2021
2021-03-14,2092,"North Channel 8.1",1.15,1.1,11.04,197,NA,2021,2021
2021-03-15,2093,"North Channel 8.1",1.76,1.6,9.22,190,NA,2021,2021
2021-03-16,2096,"North Channel 8.1",0.69,1.6,11.15,182,NA,2021,2021
2021-03-17,2098,"North Channel 8.1",1.36,1.3,10.66,193,NA,2021,2021
2021-03-18,2100,"North Channel 8.1",0.28,1.1,10.23,135,NA,2021,2021
2021-03-19,2102,"North Channel 8.1",0.58,1.2,10.25,185,NA,2021,2021
2021-03-19,2103,"North Channel 8.1",NA,1.1,11.14,154,NA,2021,2021
2021-03-20,2106,"North Channel 8.1",0.59,1.1,10.49,152,NA,2021,2021
2021-03-21,2109,"North Channel 8.1",0.65,1.1,10.98,152,NA,2021,2021
2021-03-22,2110,"North Channel 8.1",0.02,1.2,9.39,148,NA,2021,2021
2021-03-23,2111,"North Channel 8.1",0.28,1.4,9.82,155,NA,2021,2021
2021-03-24,2115,"North Channel 8.1",0.6,1.1,9.01,154,NA,2021,2021
2021-03-25,2117,"North Channel 8.1",0.5,1,10.84,156,NA,2021,2021
2021-03-27,2121,"North Channel 8.1",1.37,1.2,10.97,153,NA,2021,2021
2021-03-28,2123,"North Channel 8.1",0.86,1.1,10.09,152,NA,2021,2021
2021-03-29,2124,"North Channel 8.1",0.48,1.4,9.8,151,NA,2021,2021
2021-03-30,2127,"North Channel 8.1",2.94,1.3,10.09,149,NA,2021,2021
2021-03-31,2130,"North Channel 8.1",0.24,1.4,9.34,155,NA,2021,2021
2021-04-01,2131,"North Channel 8.1",0.83,1.4,10.28,164,NA,2021,2021
2021-04-02,2133,"North Channel 8.1",1.35,1.2,10.69,162,NA,2021,2021
2021-04-03,2135,"North Channel 8.1",1.91,1.6,10.67,164,NA,2021,2021
2021-04-04,2137,"North Channel 8.1",1.19,1.3,10.2,164,"DO might need recalibrating or a new membrane",2021,2021
2021-04-05,2138,"North Channel 8.1",0.65,1.4,10.07,189,NA,2021,2021
2021-04-06,2139,"North Channel 8.1",1.33,1.6,10.01,181,NA,2021,2021
2021-04-07,2143,"North Channel 8.1",1.46,1.6,10.2,178,NA,2021,2021
2021-04-08,2145,"North Channel 8.1",1.75,1,9.92,190,NA,2021,2021
2021-04-09,2147,"North Channel 8.1",1.41,1.2,8.6,193,NA,2021,2021
2021-04-10,2149,"North Channel 8.1",0.39,1.3,9.95,196,NA,2021,2021
2021-04-11,2151,"North Channel 8.1",0.24,1.6,10.39,179,NA,2021,2021
2021-04-12,2152,"North Channel 8.1",0.61,1.6,10.3,183,NA,2021,2021
2021-04-13,2155,"North Channel 8.1",0.63,1.4,9.66,191,NA,2021,2021
2021-04-14,2157,"North Channel 8.1",0.69,1.4,10.55,192,NA,2021,2021
2021-04-15,2160,"North Channel 8.1",1.7,1.2,9.66,194,NA,2021,2021
2021-04-16,2161,"North Channel 8.1",0.56,1.1,9.9,186,NA,2021,2021
2021-04-17,2163,"North Channel 8.1",1.75,1.2,9.38,192,NA,2021,2021
2021-04-18,2165,"North Channel 8.1",2.46,1.4,8.71,182,NA,2021,2021
2021-04-19,2167,"North Channel 8.1",1.13,1.5,9.32,182,NA,2021,2021
2021-04-20,2168,"North Channel 8.1",0.79,1.2,9.05,181,NA,2021,2021
2021-04-21,2171,"North Channel 8.1",1.15,1.1,9.13,189,NA,2021,2021
2021-04-21,2172,"North Channel 8.1",NA,1.4,9.13,182,NA,2021,2021
2021-04-22,2175,"North Channel 8.1",1.77,1.2,9.05,185,NA,2021,2021
2021-04-23,2177,"North Channel 8.1",1.48,1.4,9.29,195,NA,2021,2021
2021-04-24,2179,"North Channel 8.1",0.13,1.2,8.86,190,NA,2021,2021
2021-04-25,2182,"North Channel 8.1",1.57,0.7,8.35,167,NA,2021,2021
2021-04-26,2183,"North Channel 8.1",1.41,NA,8.82,159,"Swap CAS and LAR meters

Velocimeter not reading correctly",2021,2021
2021-04-27,2184,"North Channel 8.1",0.81,0.9,8.42,154,NA,2021,2021
2021-04-28,2187,"North Channel 8.1",0.65,1,8.53,165,"DO meter malfunction",2021,2021
2021-04-29,2189,"North Channel 8.1",0.72,1,NA,165,"YSI was recalibrated this morning and is still reading low (8.00mg/L): more troubleshooting",2021,2021
2021-04-30,2191,"North Channel 8.1",0.83,0.9,NA,172,"4.5  mg/l on the DO reading, YSI is not working correctly",2021,2021
2021-05-01,2193,"North Channel 8.1",0.67,1,NA,171,"YSI malfunctioning.",2021,2021
2021-05-04,2199,"North Channel 8.1",1.56,1.1,8.51,163,NA,2021,2021
2021-05-05,2201,"North Channel 8.1",1.33,0.9,8.6,165,"Both velocity meters aren't functioning properly.",2021,2021
2021-05-06,2203,"North Channel 8.1",1.6,1.2,8.54,173,NA,2021,2021
2021-05-07,2205,"North Channel 8.1",0.72,1.1,9.19,173,NA,2021,2021
2021-05-10,2207,"North Channel 8.1",NA,NA,9.98,152,"Velocimeter not working properly",2021,2021
2021-05-11,2210,"North Channel 8.1",1.16,NA,8.85,154,"Velocimeter malfunctioning",2021,2021
2021-05-12,2211,"North Channel 8.1",0.77,1.3,8.63,161,NA,2021,2021
2021-05-13,2213,"North Channel 8.1",2.44,0.7,8.16,165,"velocimeter seems to be reading low.",2021,2021
2021-05-14,2215,"North Channel 8.1",0.75,1,8.29,151,NA,2021,2021
2021-05-17,2218,"North Channel 8.1",NA,1,9.25,113,NA,2021,2021
2021-05-18,2220,"North Channel 8.1",2.01,1.3,9.49,119,NA,2021,2021
2021-05-19,2223,"North Channel 8.1",1.41,0.9,8.16,126,NA,2021,2021
2021-05-20,2224,"North Channel 8.1",1.86,0.8,7.92,130,"DO reading inaccurate",2021,2021
2021-05-21,2226,"North Channel 8.1",2.15,1.2,11.33,139,NA,2021,2021
2021-05-24,2228,"North Channel 8.1",NA,0.7,9.21,129,NA,2021,2021
2021-05-25,2230,"North Channel 8.1",0.71,1,7.96,130,NA,2021,2021
2021-05-26,2232,"North Channel 8.1",2.52,0.9,7.91,130,NA,2021,2021
2021-05-27,2234,"North Channel 8.1",1.13,1.1,8.33,132,NA,2021,2021
2021-05-28,2236,"North Channel 8.1",1.98,0.8,8.07,137,NA,2021,2021
2021-06-01,2238,"North Channel 8.1",NA,NA,8.11,128,"Velocity meter not working.",2021,2021
2021-06-02,2240,"North Channel 8.1",1.96,NA,7.85,133,"Velocimeter not working.",2021,2021
2021-06-03,2242,"North Channel 8.1",1.08,1,8.36,142,"Velocity meter fluctuating, but primarily (0.8-1.3)",2021,2021
2021-06-04,2244,"North Channel 8.1",1.82,1.4,8.46,150,NA,2021,2021
2022-01-14,2247,"North Channel 8.1",NA,1.7,NA,251,"DO reading inaccurate",2022,2022
2022-01-15,2248,"North Channel 8.1",7.3,1.7,12.51,249,NA,2022,2022
2022-01-16,2249,"North Channel 8.1",4.67,1.5,NA,255,NA,2022,2022
2022-01-17,2250,"North Channel 8.1",9.57,1.5,13.19,252,NA,2022,2022
2022-01-18,2251,"North Channel 8.1",3.32,1.7,12.07,255,NA,2022,2022
2022-01-19,2252,"North Channel 8.1",1.16,1.1,12.38,251,NA,2022,2022
2022-01-20,2253,"North Channel 8.1",1.26,1.5,12.5,248,NA,2022,2022
2022-01-21,2254,"North Channel 8.1",1.96,1.5,12.33,241,NA,2022,2022
2022-01-22,2255,"North Channel 8.1",1.77,1.4,11.85,235,NA,2022,2022
2022-01-23,2256,"North Channel 8.1",1.89,1.7,12.3,232,NA,2022,2022
2022-01-24,2257,"North Channel 8.1",2.04,1.9,13.08,234,NA,2022,2022
2022-01-25,2258,"North Channel 8.1",1.63,1.2,12.32,229,NA,2022,2022
2022-01-26,2259,"North Channel 8.1",2.04,1.3,12.13,219,NA,2022,2022
2022-01-27,2260,"North Channel 8.1",0.87,1.3,12.38,211,NA,2022,2022
2022-01-28,2261,"North Channel 8.1",1.65,1.5,12.83,206,NA,2022,2022
2022-01-29,2262,"North Channel 8.1",1.42,1.6,12.26,207,NA,2022,2022
2022-01-30,2263,"North Channel 8.1",1.68,1.6,12.34,209,NA,2022,2022
2022-01-31,2264,"North Channel 8.1",0.92,1.4,12.28,211,NA,2022,2022
2022-02-06,2265,"North Channel 8.1",NA,1.6,12.09,207,NA,2022,2022
2022-02-07,2266,"North Channel 8.1",1.96,1.4,11.48,214,NA,2022,2022
2022-02-08,2269,"North Channel 8.1",1.01,1.3,11.53,211,NA,2022,2022
2022-02-09,2271,"North Channel 8.1",1.73,1.3,11.48,205,NA,2022,2022
2022-02-10,2273,"North Channel 8.1",1.51,1.3,12.22,207,NA,2022,2022
2022-02-11,2278,"North Channel 8.1",0.4,1.3,12.1,214,NA,2022,2022
2022-02-12,2279,"North Channel 8.1",1.02,1.3,11.46,235,NA,2022,2022
2022-02-13,2280,"North Channel 8.1",3.48,1.3,10.85,194,NA,2022,2022
2022-02-14,2281,"North Channel 8.1",0.72,1.4,11.28,212,NA,2022,2022
2022-02-15,2283,"North Channel 8.1",3.26,1.1,11.15,203,NA,2022,2022
2022-02-16,2285,"North Channel 8.1",1.29,1.1,11.66,212,NA,2022,2022
2022-02-17,2288,"North Channel 8.1",2.66,1.4,11.13,208,NA,2022,2022
2022-02-18,2289,"North Channel 8.1",0.85,1.2,11.11,213,NA,2022,2022
2022-02-19,2291,"North Channel 8.1",1.34,1.4,11.6,203,NA,2022,2022
2022-02-20,2294,"North Channel 8.1",1.09,1.5,11.29,211,NA,2022,2022
2022-02-21,2295,"North Channel 8.1",0.92,1.1,11.35,212,NA,2022,2022
2022-02-22,2296,"North Channel 8.1",1.06,1.5,11.09,205,NA,2022,2022
2022-02-23,2299,"North Channel 8.1",1.91,1.3,11.45,206,NA,2022,2022
2022-02-24,2301,"North Channel 8.1",1.13,1.3,11.33,208,NA,2022,2022
2022-02-25,2303,"North Channel 8.1",1.45,1.1,11.85,192,NA,2022,2022
2022-02-26,2305,"North Channel 8.1",0.52,0.9,11.62,205,NA,2022,2022
2022-02-27,2307,"North Channel 8.1",2.21,1.4,11.27,206,NA,2022,2022
2022-02-28,2309,"North Channel 8.1",0.58,1.3,11.18,206,NA,2022,2022
2022-03-01,2312,"North Channel 8.1",1.69,1.6,12.42,203,NA,2022,2022
2022-03-02,2313,"North Channel 8.1",1.73,1.4,10.83,199,NA,2022,2022
2022-03-03,2315,"North Channel 8.1",2.39,1.5,11.6,206,NA,2022,2022
2022-03-04,2317,"North Channel 8.1",1.1,1.2,10.5,205,NA,2022,2022
2022-03-05,2319,"North Channel 8.1",1.67,1.2,10.97,203,NA,2022,2022
2022-03-06,2321,"North Channel 8.1",0.73,1.1,11.31,146,NA,2022,2022
2022-03-07,2324,"North Channel 8.1",0.98,1.2,10.86,204,NA,2022,2022
2022-03-08,2325,"North Channel 8.1",1.52,0.9,11.31,205,NA,2022,2022
2022-03-09,2327,"North Channel 8.1",1.12,0.8,10.4,196,NA,2022,2022
2022-03-10,2329,"North Channel 8.1",0.53,1.2,9.86,201,NA,2022,2022
2022-03-11,2332,"North Channel 8.1",0.65,0.7,9.78,202,NA,2022,2022
2022-03-12,2334,"North Channel 8.1",0.8,0.8,10.31,199,NA,2022,2022
2022-03-13,2335,"North Channel 8.1",1.46,1,10.04,204,NA,2022,2022
2022-03-14,2336,"North Channel 8.1",0.71,1.1,10.17,200,NA,2022,2022
2022-03-15,2340,"North Channel 8.1",1.22,0.9,9.73,196,NA,2022,2022
2022-03-16,2341,"North Channel 8.1",0.48,0.4,10.06,186,NA,2022,2022
2022-03-17,2344,"North Channel 8.1",1.02,1.2,9.77,189,NA,2022,2022
2022-03-18,2345,"North Channel 8.1",0.84,1,9.65,187,NA,2022,2022
2022-03-19,2347,"North Channel 8.1",1.12,NA,9.81,187,"Velocimeter malfunction",2022,2022
2022-03-20,2349,"North Channel 8.1",1.09,0.9,10.81,195,NA,2022,2022
2022-03-21,2350,"North Channel 8.1",1.49,1,10.36,186,NA,2022,2022
2022-03-22,2354,"North Channel 8.1",1.1,1.2,10.34,192,NA,2022,2022
2022-03-23,2355,"North Channel 8.1",1.37,1.1,10.3,191,NA,2022,2022
2022-03-24,2357,"North Channel 8.1",0.68,1.2,10.03,190,NA,2022,2022
2022-03-25,2359,"North Channel 8.1",0.67,1.3,9.67,196,NA,2022,2022
2022-03-26,2362,"North Channel 8.1",1.1,0.6,10.06,180,NA,2022,2022
2022-03-27,2363,"North Channel 8.1",0.72,1,9.45,192,NA,2022,2022
2022-03-28,2364,"North Channel 8.1",1.22,0.9,9.74,188,NA,2022,2022
2022-03-29,2367,"North Channel 8.1",1.28,1.1,9.92,194,NA,2022,2022
2022-03-30,2369,"North Channel 8.1",0.77,1.2,8.33,187,NA,2022,2022
2022-03-31,2371,"North Channel 8.1",1.56,0.9,10.98,193,NA,2022,2022
2022-04-01,2373,"North Channel 8.1",0.6,0.9,9.99,191,NA,2022,2022
2022-04-02,2375,"North Channel 8.1",1.38,0.9,9.57,184,NA,2022,2022
2022-04-03,2376,"North Channel 8.1",1.38,1.1,9.84,189,NA,2022,2022
2022-04-04,2377,"North Channel 8.1",1.36,1,8.84,189,NA,2022,2022
2022-04-05,2381,"North Channel 8.1",0.96,1,10.38,185,NA,2022,2022
2022-04-06,2383,"North Channel 8.1",0.66,0.8,8.26,181,NA,2022,2022
2022-04-07,2386,"North Channel 8.1",0.69,1.3,9.11,184,NA,2022,2022
2022-04-08,2387,"North Channel 8.1",1.06,0.9,8.45,179,NA,2022,2022
2022-04-11,2389,"North Channel 8.1",NA,1.2,8.7,179,NA,2022,2022
2022-04-12,2391,"North Channel 8.1",1.3,0.9,9.79,181,NA,2022,2022
2022-04-13,2393,"North Channel 8.1",1.44,1.1,9.25,181,NA,2022,2022
2022-04-14,2395,"North Channel 8.1",0.6,0.9,9.26,185,NA,2022,2022
2022-04-15,2397,"North Channel 8.1",1.1,1.2,9.12,184,NA,2022,2022
2022-04-16,2400,"North Channel 8.1",1.2,1.2,9.65,184,NA,2022,2022
2022-04-17,2401,"North Channel 8.1",1.01,0.8,9.66,183,NA,2022,2022
2022-04-18,2402,"North Channel 8.1",1.26,0.9,8.95,184,NA,2022,2022
2022-04-19,2405,"North Channel 8.1",1.2,1.1,9.21,184,NA,2022,2022
2022-04-20,2407,"North Channel 8.1",1.4,1.3,9.12,180,NA,2022,2022
2022-04-21,2409,"North Channel 8.1",1.73,0.9,8.51,179,NA,2022,2022
2022-04-22,2410,"North Channel 8.1",2.52,1.3,9.57,183,NA,2022,2022
2022-04-23,2411,"North Channel 8.1",1.16,1,8.8,175,NA,2022,2022
2022-04-24,2415,"North Channel 8.1",1.28,1.1,8.38,176,NA,2022,2022
2022-04-25,2416,"North Channel 8.1",2.13,1,8.25,177,NA,2022,2022
2022-04-26,2422,"North Channel 8.1",NA,0.9,9.33,NA,NA,2022,2022
2022-04-26,2421,"North Channel 8.1",2.26,1.2,8.19,169,NA,2022,2022
2022-04-27,2424,"North Channel 8.1",0.99,1.2,NA,144,"DO meter inaccurate",2022,2022
2022-04-28,2427,"North Channel 8.1",1.81,1.1,NA,145,NA,2022,2022
2022-04-29,2428,"North Channel 8.1",1.26,1.1,9.89,139,NA,2022,2022
2022-04-30,2431,"North Channel 8.1",0.47,1,9.87,141,NA,2022,2022
2022-05-01,2432,"North Channel 8.1",0.97,0.8,10.07,146,NA,2022,2022
2022-05-02,2433,"North Channel 8.1",2.02,1.1,10.33,145,NA,2022,2022
2022-05-03,2434,"North Channel 8.1",2.73,1,10.33,148,NA,2022,2022
2022-05-04,2438,"North Channel 8.1",0.66,1,10.04,145,NA,2022,2022
2022-05-05,2440,"North Channel 8.1",0.95,1.1,9.87,141,NA,2022,2022
2022-05-06,2441,"North Channel 8.1",0.94,0.9,10,145,NA,2022,2022
2022-05-08,2447,"North Channel 8.1",NA,1.3,NA,141,"DO reading inaccurate
High Winds
Traps in Original Fishing Locations",2022,2022
2022-05-09,2448,"North Channel 8.1",1.56,1,10.14,142,NA,2022,2022
2022-05-10,2449,"North Channel 8.1",1.72,1.3,10.36,156,NA,2022,2022
2022-05-11,2450,"North Channel 8.1",0.66,1.3,10.88,157,NA,2022,2022
2022-05-12,2454,"North Channel 8.1",0.71,1.3,9.95,155,NA,2022,2022
2022-05-13,2455,"North Channel 8.1",0.48,0.8,10.38,153,NA,2022,2022
2022-05-15,2456,"North Channel 8.1",NA,1.3,NA,154,"DO reading inaccurate",2022,2022
2022-05-16,2458,"North Channel 8.1",1.15,1.2,9.8,150,NA,2022,2022
2022-05-17,2460,"North Channel 8.1",1.04,1.1,9.85,152,NA,2022,2022
2022-05-18,2462,"North Channel 8.1",2.22,1.3,10.44,152,NA,2022,2022
2022-05-19,2465,"North Channel 8.1",0.73,0.9,9.55,151,NA,2022,2022
2022-05-20,2468,"North Channel 8.1",1.57,0.6,9.41,155,NA,2022,2022
2022-05-22,2469,"North Channel 8.1",NA,0.9,NA,155,"DO reading inaccurate",2022,2022
2022-05-23,2470,"North Channel 8.1",1.81,0.8,9.87,156,NA,2022,2022
2022-05-24,2472,"North Channel 8.1",0.77,1.1,9.84,166,NA,2022,2022
2022-05-25,2474,"North Channel 8.1",1.2,1.2,10.13,172,NA,2022,2022
2022-05-26,2477,"North Channel 8.1",1.53,0.8,9.3,195,NA,2022,2022
2022-05-27,2478,"North Channel 8.1",1.6,0.5,9.34,199,NA,2022,2022
2022-05-30,2479,"North Channel 8.1",NA,1.3,10.91,166,NA,2022,2022
2022-05-31,2482,"North Channel 8.1",1.82,0.9,9.36,179,NA,2022,2022
2022-06-01,2484,"North Channel 8.1",1.16,1.3,9.35,191,NA,2022,2022
2023-01-24,2486,"North Channel 8.1",NA,1.2,NA,295,"YSI inaccurate (DO). Needs to be recalibrated.",2023,2023
2023-01-25,2487,"North Channel 8.1",9.8,1.3,NA,267,"YSI inaccurate (DO). Needs to be recalibrated again.",2023,2023
