Date,trapVisitID,subSiteName,turbidity,waterVel,dissolvedOxygen,waterDepth,Environmental.comments
2019-04-30,9015,ST004L1,3.37,0.7,11.60,,River too deep to measure (300 + cm)
2019-05-01,9018,ST004L1,2.29,0.9,12.25,,River too deep to measure (300 + cm)
2019-05-02,9019,ST004L1,3.08,0.6,12.56,,River too deep to measure (300 + cm)
2019-05-03,9020,ST004L1,4.83,1.0,11.26,,River too deep to measure (300 + cm)
2019-05-06,9023,ST004L1,,0.6,12.26,,River too deep to measure (300 + cm)
2019-05-07,9025,ST004L1,4.92,0.9,11.91,,River too deep to measure (300 + cm)
2019-05-08,9027,ST004L1,3.97,0.8,12.60,,River too deep to measure (300 + cm)
2019-05-09,9029,ST004L1,3.85,0.8,11.90,,River too deep to measure (300 + cm)
2019-05-10,9031,ST004L1,2.70,0.8,12.36,,River too deep to measure (300 + cm)
2019-05-13,9033,ST004L1,,0.6,11.56,,River too deep to measure (300 + cm)
2019-05-14,9035,ST004L1,5.24,0.7,11.06,,River too deep to measure (300 + cm)
2019-05-15,9038,ST004L1,5.05,0.8,11.46,,River too deep to measure (300 + cm)
2019-05-16,9039,ST004L1,5.50,0.8,12.09,,River too deep to measure (300 + cm)
2019-05-17,9041,ST004L1,6.73,0.6,12.04,,
2019-05-20,9043,ST004L1,,0.8,12.38,,River too deep to measure (300 + cm)
2019-05-21,9045,ST004L1,4.36,1.0,11.00,,
2019-05-22,9047,ST004L1,3.94,0.6,11.86,,River too deep to measure (300 + cm)
2019-05-23,9049,ST004L1,4.20,0.6,12.51,,River too deep to measure (300 + cm)
2019-05-24,9051,ST004L1,2.22,0.6,12.15,,River too deep to measure (300 + cm)
2019-05-27,9055,ST004L1,,0.6,11.05,263,
2019-05-28,9056,ST004L1,5.19,0.6,10.83,284,
2019-05-29,9058,ST004L1,3.01,0.9,11.48,,River too deep to measure (300 + cm)
2019-05-30,9061,ST004L1,2.14,0.6,11.60,,River too deep to measure (300 + cm)
2019-05-31,9062,ST004L1,3.98,0.6,12.15,,River too deep to measure (300 + cm)
2019-06-03,9064,ST004L1,,0.6,10.06,225,
2019-06-04,9066,ST004L1,6.16,0.7,10.37,246,
2019-06-05,9069,ST004L1,3.10,0.7,11.28,280,
2019-06-06,9070,ST004L1,2.68,0.6,11.23,280,
2019-06-07,9072,ST004L1,4.52,0.7,10.35,274,
2019-06-10,9076,ST004L1,,0.6,10.58,233,
2019-06-11,9077,ST004L1,2.31,0.6,10.57,252,
2019-06-12,9078,ST004L1,3.10,0.6,10.79,269,
2019-06-13,9080,ST004L1,3.47,0.6,10.84,267,
2019-06-14,9082,ST004L1,3.90,0.7,10.61,259,
2019-06-17,9085,ST004L1,,0.6,10.18,210,
2019-06-18,9086,ST004L1,1.94,0.6,10.12,230,
2019-06-19,9089,ST004L1,2.41,0.6,10.91,238,
2019-06-20,9090,ST004L1,5.06,0.7,10.65,281,
2020-01-06,9093,ST004L1,,0.6,10.20,176,Depth recorded from back of trap as instead of parallel with front of cone.
2020-01-07,9094,ST004L1,2.29,0.8,12.51,150,
2020-01-08,9095,ST004L1,2.27,0.7,9.53,184,
2020-01-09,9098,ST004L1,1.81,0.8,11.60,140,
2020-01-10,9102,ST004L1,1.70,0.6,12.05,182,
2020-01-12,9103,ST004L1,,0.7,12.30,221,
2020-01-13,9104,ST004L1,2.15,0.6,11.50,168,
2020-01-14,9107,ST004L1,1.30,0.6,11.73,154,
2020-01-15,9108,ST004L1,1.82,0.6,11.97,198,
2020-01-16,9110,ST004L1,1.74,0.7,9.92,165,
2020-01-17,9121,ST004L1,2.43,0.7,12.09,170,
2020-01-18,9122,ST004L1,1.96,0.6,11.87,192,
2020-01-20,9123,ST004L1,,0.8,11.47,190,
2020-01-21,9124,ST004L1,,0.7,12.28,172,
2020-01-22,9125,ST004L1,1.59,0.6,11.62,171,
2020-01-23,9126,ST004L1,1.83,0.6,11.15,181,
2020-01-24,9127,ST004L1,1.76,0.6,11.34,175,
2020-01-25,9128,ST004L1,1.01,0.6,10.94,191,
2020-01-26,9129,ST004L1,1.77,0.6,11.08,174,
2020-01-27,9130,ST004L1,2.47,0.6,9.43,168,
2020-01-28,9131,ST004L1,2.81,,9.80,180,Forgot velocity meter
2020-01-29,9145,ST004L1,2.56,0.6,11.69,179,
2020-01-30,9146,ST004L1,2.23,0.5,11.47,201,
2020-01-31,9147,ST004L1,1.46,0.6,11.58,183,
2020-02-01,9148,ST004L1,1.75,0.6,10.91,177,
2020-02-02,9149,ST004L1,2.50,0.7,9.50,160,
2020-02-03,9150,ST004L1,1.60,0.8,13.32,173,
2020-02-04,9151,ST004L1,3.19,0.6,12.25,263,
2020-02-05,9152,ST004L1,6.26,0.8,10.90,310,Depth > 300 cm
2020-02-06,9153,ST004L1,2.63,0.8,11.98,310,Depth > 300 cm
2020-02-07,9154,ST004L1,1.91,,11.37,310,Depth > 300 cm
2020-02-08,9155,ST004L1,2.57,,11.22,310,Depth is > 300 cm
2020-02-09,9156,ST004L1,3.02,,12.34,252,
2020-02-10,9157,ST004L1,2.02,,11.50,220,velocity meter non-functioning
2020-02-11,9158,ST004L1,1.55,,11.67,219,velocity meter non-functioning
2020-02-12,9159,ST004L1,1.48,,10.82,205,velocity meter non-functioning
2020-02-13,9160,ST004L1,2.21,,11.42,203,velocity meter non-functioning
2020-02-14,9171,ST004L1,2.13,,12.01,129,No Velocimeter
2020-02-15,9172,ST004L1,2.12,,10.19,160,No Velocimeter
2020-02-16,9173,ST004L1,1.27,,10.24,131,No Velocimeter
2020-02-17,9174,ST004L1,2.54,,10.28,140,Velocimeter broken
2020-02-18,9175,ST004L1,1.74,,10.36,135,Velocimeter broken
2020-02-19,9176,ST004L1,2.78,,10.33,137,Broken Velocimeter
2020-02-20,9178,ST004L1,2.16,,10.70,153,Broken Velocimeter
2020-02-21,9184,ST004L1,3.18,0.4,11.45,241,Velocity was taken after the debris was cleared in front of the traps
2020-02-22,9186,ST004L1,2.33,0.7,11.35,258,
2020-02-23,9187,ST004L1,2.42,0.9,11.27,310,
2020-02-24,9185,ST004L1,2.19,,11.26,310,Broken Velocimeter; Depth > 300cm
2020-02-24,9354,ST004L1,,,11.26,310,No velocimeter
2020-02-25,9183,ST004L1,1.95,,11.93,295,Broken Velocimeter
2020-02-26,9192,ST004L1,2.57,,11.65,310,Depth > 300cm ; velocimeter is broken
2020-02-27,9193,ST004L1,2.15,,11.62,310,Depth > 300 cm; No velocimeter
2020-02-28,9194,ST004L1,2.41,,11.59,310,No velocimeter; Depth > 300 cm
2020-02-29,9198,ST004L1,1.49,0.7,11.33,310,Depth > 300 cm
2020-03-01,9199,ST004L1,1.57,,11.12,285,No Velocimeter
2020-03-02,9200,ST004L1,1.91,,12.06,310,"Depth > 300 cm, Debris > 300, No Velocimeter"
2020-03-03,9204,ST004L1,3.28,0.7,11.35,310,Depth > 300 cm
2020-03-04,9203,ST004L1,3.12,,11.23,310,"velocity meter not working, depth > 300 cm"
2020-03-05,9213,ST004L1,1.87,,11.45,285,Velocimeter not working
2020-03-06,9214,ST004L1,2.10,0.8,11.28,278,
2020-03-07,9215,ST004L1,2.81,0.8,10.66,237,
2020-03-08,9225,ST004L1,1.89,,10.80,243,velocimeter broke
2020-03-09,9226,ST004L1,1.69,,11.01,232,Velocimeter malfunction
2020-03-10,9227,ST004L1,2.91,,10.39,209,Velocimeter not working
2020-03-11,9228,ST004L1,3.69,,11.21,209,
2020-03-12,9229,ST004L1,2.35,0.5,10.38,143,
2020-03-13,9230,ST004L1,3.16,0.5,9.20,120,
2020-03-14,9357,ST004L1,,0.5,9.05,106,
2020-03-14,9231,ST004L1,3.12,0.5,9.05,106,
2020-03-15,9232,ST004L1,4.31,,9.45,116,Velocimeter malfunction
2020-03-16,9233,ST004L1,3.41,,9.60,115,Velocimeter not working
2020-03-17,9234,ST004L1,3.32,0.6,10.05,120,
2020-03-18,9235,ST004L1,4.89,0.4,10.80,123,
2020-03-19,9236,ST004L1,4.77,,9.37,95,Velocimeter out of battery
2020-03-24,9237,ST004L1,,0.5,9.44,239,
2020-03-25,9238,ST004L1,1.95,0.3,9.14,100,
2020-03-26,9252,ST004L1,2.27,,9.24,67,
2020-03-27,9358,ST004L1,,,9.10,95,
2020-03-27,9251,ST004L1,1.94,,9.10,95,
2020-03-28,9250,ST004L1,2.47,0.3,8.54,122,
2020-03-29,9249,ST004L1,3.15,,9.20,70,
2020-03-30,9248,ST004L1,2.62,,8.60,80,
2020-03-31,9247,ST004L1,3.07,,8.21,85,
2020-04-01,9246,ST004L1,2.45,,8.38,80,
2020-04-02,9254,ST004L1,2.58,0.4,8.56,80,
2020-04-03,9257,ST004L1,3.66,0.4,8.64,85,
2020-04-04,9258,ST004L1,3.44,0.5,8.74,85,
2020-04-05,9262,ST004L1,2.36,0.4,8.75,75,
2020-04-06,9263,ST004L1,2.70,0.4,9.38,85,
2020-04-07,9264,ST004L1,48.00,0.5,9.66,155,
2020-04-08,9267,ST004L1,18.79,0.6,8.86,145,
2020-04-09,9268,ST004L1,11.24,0.5,8.86,147,
2020-04-10,9269,ST004L1,6.52,0.6,9.58,206,
2020-04-11,9270,ST004L1,4.21,0.5,9.04,188,
2020-04-12,9271,ST004L1,3.91,,8.65,150,velocimeter nonfunctional
2020-04-13,9278,ST004L1,4.30,,8.53,190,
2020-04-14,9279,ST004L1,4.53,,8.80,181,Velocimeter not working
2020-04-15,9280,ST004L1,3.47,,9.59,205,
2020-04-16,9281,ST004L1,3.14,,8.73,192,
2020-04-17,9287,ST004L1,2.96,,8.37,184,Velocimeter not working
2020-04-18,9288,ST004L1,2.48,,8.24,178,
2020-04-19,9289,ST004L1,3.42,,8.96,205,Velocimeter not working
2020-04-20,9290,ST004L1,3.45,,9.43,235,Velocimeter not working
2020-04-21,9291,ST004L1,3.14,,9.03,230,
2020-04-22,9294,ST004L1,4.15,,9.22,161,
2020-04-23,9295,ST004L1,2.67,0.5,7.57,161,
2020-04-24,9298,ST004L1,5.36,0.7,8.35,220,
2020-04-25,9299,ST004L1,3.66,0.6,9.27,238,
2020-04-26,9301,ST004L1,2.74,,9.05,178,
2020-04-27,9307,ST004L1,3.70,,8.02,165,
2020-04-28,9308,ST004L1,2.88,,8.31,175,
2020-04-29,9309,ST004L1,3.24,,9.11,208,No Velocimeter
2020-04-30,9310,ST004L1,1.88,,8.43,210,No Velocimeter
2020-05-01,9311,ST004L1,2.15,,8.31,151,No velocimeter
2020-05-02,9313,ST004L1,2.59,,6.72,160,"No Velocimeter, D.O. needs to be recalibrated"
2020-05-03,9320,ST004L1,6.66,,8.60,201,
2020-05-04,9321,ST004L1,2.04,,9.00,220,
2020-05-05,9322,ST004L1,2.84,,8.72,190,
2020-05-06,9325,ST004L1,3.28,,7.99,176,No velocimeter
2020-05-07,9327,ST004L1,3.71,0.6,8.09,202,
2020-05-08,9332,ST004L1,4.99,0.6,9.06,197,
2020-05-09,9333,ST004L1,2.42,0.6,8.63,200,
2020-05-11,9334,ST004L1,,,7.91,206,No Velocimeter
2020-05-12,9335,ST004L1,1.73,,8.67,205,No Velocimeter
2020-05-13,9337,ST004L1,4.22,,8.75,190,No velocimeter
2020-05-14,9339,ST004L1,3.14,,9.17,217,
2020-05-15,9342,ST004L1,1.89,,9.08,216,No velocimeter
2020-05-18,9343,ST004L1,,,9.36,261,No velocimeter
2020-05-19,9345,ST004L1,2.68,,9.20,285,No velocimeter
2020-05-20,9347,ST004L1,2.18,,9.10,279,No velocimeter
2020-05-21,9349,ST004L1,2.54,,9.62,310,Depth >300 cm ; no velocimeter
2020-05-22,9351,ST004L1,3.07,,9.50,280,No velocimeter
2021-01-29,9376,ST004L1,,0.5,11.71,147,
2021-01-30,9377,ST004L1,27.90,0.5,9.94,163,
2021-01-31,9381,ST004L1,16.46,0.4,9.25,135,
2021-02-01,9382,ST004L1,7.05,0.3,8.48,185,
2021-02-02,9383,ST004L1,4.18,0.3,8.90,115,
2021-02-03,9386,ST004L1,2.62,0.3,9.65,100,
2021-02-04,9388,ST004L1,3.52,0.3,8.79,98,
2021-02-05,9390,ST004L1,2.09,0.3,10.00,203,
2021-02-06,9392,ST004L1,1.80,0.3,10.24,107,
2021-02-07,9393,ST004L1,1.54,0.2,10.06,85,
2021-02-08,9394,ST004L1,1.66,0.2,9.98,85,
2021-02-09,9395,ST004L1,1.20,0.2,9.90,97,
2021-02-10,9400,ST004L1,1.33,0.3,10.27,113,
2021-02-11,9403,ST004L1,1.72,0.4,10.64,139,
2021-02-11,9404,ST004L1,,0.5,10.10,141,
2021-02-12,9406,ST004L1,3.83,0.4,10.22,139,
2021-02-13,9408,ST004L1,2.14,0.4,10.15,226,
2021-02-14,9412,ST004L1,2.15,0.5,9.26,170,
2021-02-15,9413,ST004L1,2.49,0.6,10.90,180,
2021-02-16,9414,ST004L1,2.25,0.6,10.19,155,
2021-02-17,9416,ST004L1,3.51,0.5,11.05,168,
2021-02-18,9418,ST004L1,1.82,0.6,10.83,168,
2021-02-19,9420,ST004L1,2.31,0.5,11.58,165,
2021-02-20,9422,ST004L1,0.97,0.5,10.58,177,
2021-02-21,9426,ST004L1,1.66,0.5,10.41,146,
2021-02-22,9427,ST004L1,1.72,0.4,10.22,148,
2021-02-23,9428,ST004L1,1.24,0.5,10.15,143,
2021-02-24,9430,ST004L1,2.35,0.5,10.34,152,
2021-02-25,9432,ST004L1,1.48,0.3,10.77,153,
2021-02-26,9434,ST004L1,1.55,0.3,10.01,208,
2021-02-27,9436,ST004L1,1.40,0.3,11.10,108,
2021-02-28,9439,ST004L1,0.27,0.2,9.28,105,
2021-03-01,9440,ST004L1,0.93,0.3,10.02,132,
2021-03-02,9442,ST004L1,0.69,0.5,9.20,112,
2021-03-03,9444,ST004L1,1.06,0.3,9.57,95,
2021-03-04,9446,ST004L1,0.84,0.3,9.96,107,
2021-03-05,9448,ST004L1,1.67,0.3,10.11,122,
2021-03-06,9450,ST004L1,1.01,0.3,10.34,120,
2021-03-07,9456,ST004L1,2.72,0.5,10.30,122,
2021-03-08,9453,ST004L1,0.91,0.5,10.21,135,
2021-03-09,9454,ST004L1,4.33,0.5,10.05,128,
2021-03-10,9458,ST004L1,4.34,0.5,10.44,134,
2021-03-11,9460,ST004L1,4.93,0.4,11.24,142,
2021-03-12,9463,ST004L1,3.33,0.3,11.20,145,
2021-03-13,9465,ST004L1,1.40,0.4,10.75,133,
2021-03-14,9468,ST004L1,1.23,0.4,10.21,128,
2021-03-15,9469,ST004L1,2.99,0.6,10.63,143,
2021-03-16,9471,ST004L1,2.94,0.6,10.57,127,
2021-03-17,9473,ST004L1,4.19,0.4,10.75,116,
2021-03-18,9475,ST004L1,4.06,0.4,9.76,125,
2021-03-19,9477,ST004L1,3.27,0.4,9.40,110,
2021-03-20,9479,ST004L1,1.72,0.3,9.84,111,
2021-03-21,9483,ST004L1,2.04,0.5,9.28,107,
2021-03-22,9484,ST004L1,2.32,0.3,9.09,95,
2021-03-23,9485,ST004L1,1.82,0.5,9.16,111,
2021-03-24,9490,ST004L1,5.06,0.4,9.80,113,
2021-03-25,9488,ST004L1,1.66,0.3,9.56,88,
2021-03-26,9493,ST004L1,2.99,0.3,9.91,103,
2021-03-27,9495,ST004L1,4.32,0.5,10.24,188,
2021-03-28,9498,ST004L1,4.23,,9.16,,Depth and velocity skipped as a safety precaution.
2021-03-29,9499,ST004L1,1.17,0.6,9.61,124,
2021-03-30,9501,ST004L1,1.44,0.5,9.44,119,
2021-03-31,9503,ST004L1,5.39,0.4,8.99,136,
2021-04-01,9505,ST004L1,3.64,0.3,9.97,140,
2021-04-02,9507,ST004L1,3.52,0.5,9.42,145,
2021-04-03,9508,ST004L1,1.83,0.6,9.47,120,
2021-04-04,9512,ST004L1,1.24,0.5,9.95,118,
2021-04-05,9513,ST004L1,3.44,0.5,9.62,126,
2021-04-06,9515,ST004L1,2.82,0.6,9.71,124,
2021-04-07,9517,ST004L1,4.14,0.3,9.10,130,
2021-04-08,9519,ST004L1,2.06,0.3,9.74,145,
2021-04-09,9521,ST004L1,1.97,0.4,9.56,141,
2021-04-10,9523,ST004L1,1.60,0.3,9.60,159,
2021-04-11,9526,ST004L1,1.23,0.6,8.70,135,
2021-04-12,9527,ST004L1,3.63,0.8,9.63,188,
2021-04-13,9528,ST004L1,2.80,0.8,10.14,219,
2021-04-14,9531,ST004L1,5.00,0.8,,193,
2021-04-15,9533,ST004L1,2.01,0.7,10.27,222,
2021-04-16,9535,ST004L1,1.88,0.4,9.90,201,
2021-04-17,9537,ST004L1,1.43,0.5,9.59,198,
2021-04-18,9538,ST004L1,3.67,0.8,8.80,138,
2021-04-19,9541,ST004L1,2.22,0.9,9.95,218,
2021-04-20,9543,ST004L1,1.71,0.8,10.45,248,
2021-04-21,9545,ST004L1,3.17,0.5,8.84,253,
2021-04-22,9547,ST004L1,1.90,0.5,9.62,230,
2021-04-23,9549,ST004L1,4.22,0.6,9.38,269,
2021-04-24,9551,ST004L1,4.46,0.6,10.70,285,
2021-04-25,9553,ST004L1,1.23,0.9,10.35,258,
2021-04-26,9555,ST004L1,3.59,0.8,10.31,232,
2021-04-27,9557,ST004L1,2.09,,10.50,223,"Velocimeter malfunctioning
"
2021-04-28,9559,ST004L1,2.64,,10.52,297,Malfunctioning velocimeter
2021-04-29,9561,ST004L1,2.87,,8.47,241,Velocimeter is not functioning properly.
2021-04-30,9563,ST004L1,2.74,,9.43,216,Velocimeter not working.
2021-05-01,9565,ST004L1,4.94,0.4,8.95,195,"Unsure if this is still an inaccurate measurement, still seems to be fluctuating a lot, but seems more accurate since adjusting the propeller."
2021-05-02,9568,ST004L1,2.62,,9.18,210,Velocimeter not working.
2021-05-03,9569,ST004L1,2.48,,8.46,187,Velocimeter malfunctioning.
2021-05-04,9571,ST004L1,3.70,,8.65,160,Malfunctioning velocimeter.
2021-05-05,9573,ST004L1,4.21,,7.54,157,velocimeter was taken to AR for troubleshooting
2021-05-06,9575,ST004L1,3.97,,7.24,130,
2021-05-07,9577,ST004L1,3.50,,7.47,157,"* velocimeter read 0.0-0.1m/s, still unsure of its validity

* DO reading likely inaccurate"
2021-05-10,9579,ST004L1,,,9.20,184,Velocimeter not working
2021-05-11,9581,ST004L1,2.23,,8.75,163,Velocimeter not working.
2021-05-12,9583,ST004L1,4.82,,9.90,196,Velocimeter with the LAR crew.
2021-05-13,9585,ST004L1,3.04,0.9,9.54,280,
2021-05-14,9587,ST004L1,4.47,0.9,9.54,261,
2021-05-17,9589,ST004L1,,0.8,9.36,203,
2021-05-18,9591,ST004L1,4.35,0.6,9.12,247,
2021-05-19,9593,ST004L1,1.34,0.8,9.28,242,
2021-05-20,9595,ST004L1,2.73,0.6,9.43,219,
2021-05-21,9596,ST004L1,2.60,0.5,9.99,219,
2021-05-24,9599,ST004L1,,0.8,10.11,139,
2021-05-25,9601,ST004L1,1.56,0.6,9.32,124,
2021-05-26,9603,ST004L1,3.84,0.5,8.42,173,
2021-05-27,9605,ST004L1,4.32,0.6,8.52,167,
2021-05-28,9608,ST004L1,3.08,0.5,9.18,128,
2021-05-31,9610,ST004L1,,0.8,8.71,128,
2021-06-01,9612,ST004L1,3.25,0.8,8.51,139,
2021-06-02,9614,ST004L1,2.63,0.6,8.23,145,
2021-06-03,9616,ST004L1,2.03,0.6,8.61,154,
2022-01-05,9618,ST004L1,,,,,No environmentals recorded
2022-01-06,9620,ST004L1,3.96,0.5,10.58,119,
2022-01-07,9622,ST004L1,3.50,0.2,10.04,111,
2022-01-09,9624,ST004L1,,0.3,10.60,108,
2022-01-10,9626,ST004L1,2.77,0.4,11.25,105,
2022-01-11,9628,ST004L1,3.12,0.3,11.45,103,
2022-01-12,9630,ST004L1,2.82,0.4,11.74,120,
2022-01-14,9631,ST004L1,,0.3,11.25,105,
2022-01-15,9632,ST004L1,2.28,0.4,11.77,106,
2022-01-16,9633,ST004L1,2.07,0.2,11.10,108,
2022-01-17,9634,ST004L1,1.68,0.4,11.81,98,
2022-01-18,9640,ST004L1,1.93,0.2,11.44,149,
2022-01-19,9642,ST004L1,1.64,0.4,11.34,124,
2022-01-20,9644,ST004L1,1.81,0.2,10.91,125,
2022-01-21,9646,ST004L1,1.33,0.3,12.06,108,
2022-01-22,9648,ST004L1,2.04,0.4,11.80,128,
2022-01-23,9651,ST004L1,1.12,0.3,11.42,94,
2022-01-24,9652,ST004L1,2.76,0.2,12.55,112,
2022-01-25,9654,ST004L1,1.15,0.2,11.35,111,
2022-01-26,9656,ST004L1,1.49,0.5,12.24,83,
2022-01-27,9658,ST004L1,1.85,0.2,11.45,105,
2022-01-28,9660,ST004L1,2.85,0.3,12.08,117,
2022-01-29,9661,ST004L1,1.56,,,124,DO reading inaccurate
2022-01-30,9664,ST004L1,4.31,0.3,11.60,149,
2022-01-31,9666,ST004L1,1.66,0.2,11.80,110,
2022-02-01,9668,ST004L1,1.13,0.4,11.82,158,
2022-02-02,9670,ST004L1,7.01,0.5,11.87,179,
2022-02-03,9673,ST004L1,4.42,0.5,11.75,258,
2022-02-04,9674,ST004L1,3.62,0.5,11.34,277,
2022-02-05,9678,ST004L1,2.97,0.9,11.68,256,
2022-02-06,9679,ST004L1,2.22,0.9,11.78,289,
2022-02-07,9680,ST004L1,2.03,0.4,11.66,276,
2022-02-08,9682,ST004L1,1.84,0.8,11.55,266,
2022-02-09,9684,ST004L1,2.27,0.8,11.45,272,
2022-02-10,9686,ST004L1,1.91,0.3,11.06,265,
2022-02-11,9690,ST004L1,1.92,0.4,11.42,277,
2022-02-12,9691,ST004L1,2.08,0.8,11.52,286,
2022-02-13,9692,ST004L1,1.57,0.4,11.15,230,
2022-02-14,9694,ST004L1,1.99,0.7,11.72,236,
2022-02-15,9696,ST004L1,2.43,0.5,11.11,233,
2022-02-16,9698,ST004L1,2.78,0.5,11.64,231,
2022-02-17,9700,ST004L1,2.32,0.8,12.27,241,
2022-02-18,9702,ST004L1,1.14,0.8,11.96,242,
2022-02-19,9705,ST004L1,1.39,0.7,12.01,210,
2022-02-20,9706,ST004L1,1.82,0.3,11.55,222,
2022-02-21,9709,ST004L1,1.73,0.6,11.65,203,
2022-02-22,9710,ST004L1,1.83,0.7,11.72,227,
2022-02-23,9712,ST004L1,2.01,0.4,11.21,214,
2022-02-24,9714,ST004L1,1.09,0.7,12.36,198,
2022-02-25,9716,ST004L1,1.28,0.5,12.31,215,
2022-02-26,9718,ST004L1,2.00,0.4,11.69,221,
2022-02-27,9720,ST004L1,2.43,0.7,11.98,200,
2022-02-28,9722,ST004L1,2.27,0.6,11.69,184,
2022-03-01,9724,ST004L1,2.19,0.5,11.30,209,
2022-03-02,9726,ST004L1,1.52,0.5,12.11,194,
2022-03-03,9728,ST004L1,2.16,0.5,10.99,213,
2022-03-04,9730,ST004L1,2.30,0.4,11.20,217,
2022-03-05,9732,ST004L1,2.88,0.4,11.33,220,
2022-03-06,9733,ST004L1,2.61,0.5,11.71,189,
2022-03-07,9736,ST004L1,2.63,0.4,11.71,165,
2022-03-08,9738,ST004L1,1.14,0.5,10.86,189,
2022-03-09,9740,ST004L1,2.13,0.4,11.30,179,
2022-03-10,9741,ST004L1,0.96,0.3,10.68,192,
2022-03-11,9744,ST004L1,0.94,0.5,11.58,163,
2022-03-12,9746,ST004L1,1.67,0.6,11.28,186,
2022-03-13,9749,ST004L1,1.50,0.2,10.28,185,
2022-03-14,9750,ST004L1,2.64,0.3,10.66,169,
2022-03-15,9752,ST004L1,1.34,0.4,10.33,166,
2022-03-16,9753,ST004L1,0.99,0.6,9.36,174,
2022-03-17,9756,ST004L1,1.91,0.2,9.38,165,
2022-03-18,9759,ST004L1,1.37,0.4,9.36,155,
2022-03-19,9760,ST004L1,1.61,0.4,9.14,150,
2022-03-20,9763,ST004L1,1.96,0.2,9.94,146,
2022-03-21,9764,ST004L1,1.74,0.4,9.96,157,
2022-03-22,9766,ST004L1,1.13,0.4,9.68,136,
2022-03-23,9768,ST004L1,2.43,0.5,9.43,150,Rev counter went past 99999 and reset to 00164.
2022-03-24,9770,ST004L1,1.65,0.2,8.74,146,
2022-03-25,9772,ST004L1,2.01,0.2,9.14,145,
2022-03-26,9774,ST004L1,2.30,0.2,8.52,160,
2022-03-27,9778,ST004L1,1.84,0.5,8.75,155,
2022-03-28,9779,ST004L1,3.32,0.4,8.58,148,
2022-03-29,9780,ST004L1,2.44,0.6,9.47,168,
2022-03-30,9782,ST004L1,1.80,0.4,9.44,135,
2022-03-31,9784,ST004L1,1.98,0.3,9.54,145,
2022-04-01,9786,ST004L1,2.14,0.3,9.54,150,
2022-04-02,9790,ST004L1,2.93,0.4,9.16,107,
2022-04-03,9791,ST004L1,1.99,0.3,9.00,140,
2022-04-04,9792,ST004L1,3.17,0.6,9.26,149,
2022-04-05,9794,ST004L1,2.84,0.3,9.04,145,
2022-04-06,9796,ST004L1,2.08,0.3,9.68,112,
2022-04-07,9797,ST004L1,1.65,0.5,9.15,138,
2022-04-08,9800,ST004L1,1.50,0.4,8.27,133,
2022-04-09,9802,ST004L1,3.66,0.4,8.51,99,
2022-04-10,9803,ST004L1,3.22,0.4,8.64,134,
2022-04-11,9804,ST004L1,2.23,0.4,9.14,105,
2022-04-12,9808,ST004L1,2.79,0.6,9.78,134,
2022-04-13,9810,ST004L1,1.43,0.3,10.27,87,
2022-04-14,9812,ST004L1,3.13,0.4,9.69,106,
2022-04-15,9815,ST004L1,1.59,0.2,9.47,87,
2022-04-16,9816,ST004L1,1.17,0.2,8.70,99,
2022-04-17,9819,ST004L1,2.83,0.3,9.18,128,
2022-04-18,9820,ST004L1,1.30,0.5,9.04,89,
2022-04-19,9822,ST004L1,1.93,0.5,8.79,105,
2022-04-20,9824,ST004L1,2.25,0.3,8.94,117,
2022-04-21,9826,ST004L1,3.32,0.3,9.19,129,
2022-04-22,9829,ST004L1,2.04,0.5,10.10,180,
2022-04-23,9830,ST004L1,2.69,0.4,10.10,192,
2022-04-24,9833,ST004L1,2.21,0.6,10.03,218,
2022-04-25,9834,ST004L1,1.80,0.6,9.66,216,
2022-04-26,9836,ST004L1,1.29,0.6,9.32,202,
2022-04-27,9838,ST004L1,2.15,0.4,8.96,178,
2022-04-28,9840,ST004L1,1.89,0.7,9.25,190,
2022-04-29,9842,ST004L1,1.75,0.5,9.67,218,
2022-04-30,9844,ST004L1,3.26,0.7,9.52,231,
2022-05-01,9845,ST004L1,3.03,0.6,9.81,212,
2022-05-02,9846,ST004L1,3.01,0.7,9.51,214,
2022-05-03,9847,ST004L1,2.29,0.5,9.30,185,
2022-05-04,9852,ST004L1,1.31,0.4,8.57,202,
2022-05-05,9855,ST004L1,3.50,0.5,9.05,204,
2022-05-06,9856,ST004L1,1.12,0.3,9.75,231,
2022-05-07,9858,ST004L1,3.96,0.5,9.69,264,
2022-05-08,9861,ST004L1,2.43,0.8,9.54,245,
2022-05-09,9862,ST004L1,2.44,0.8,10.41,226,
2022-05-10,9864,ST004L1,3.66,0.7,10.78,207,
2022-05-11,9866,ST004L1,1.69,0.6,9.61,177,
2022-05-12,9867,ST004L1,1.23,0.3,9.77,201,
2022-05-13,9868,ST004L1,1.69,0.5,10.03,213,
2022-05-14,9872,ST004L1,1.10,0.5,9.63,231,
2022-05-15,9874,ST004L1,2.20,0.4,9.09,192,
2022-05-16,9876,ST004L1,2.16,0.7,8.35,196,
2022-05-17,9878,ST004L1,1.92,0.5,8.31,182,
2022-05-18,9880,ST004L1,2.00,0.4,8.33,192,
2022-05-19,9882,ST004L1,2.39,0.7,8.08,179,
2022-05-20,9885,ST004L1,3.16,0.3,8.12,183,
2022-05-22,9886,ST004L1,,0.7,8.96,137,
2022-05-23,9888,ST004L1,4.01,0.6,8.27,181,
2022-05-24,9890,ST004L1,2.24,0.5,8.21,168,
